,NOMBRE,LONGITUD,LATITUD,cor,pvalue,sig,names.modos,p.value.FDR,type,figura,color.fill
263,HUARAYA MOHO,-69.491389,-15.389722,-0.0365933356535251,0.82031372998095,ns,MEi,0.82031372998095,V,-1,0
1533,CAPACHICA,-69.8443,-15.6158,0.284342219169015,0.0880769072316965,ns,MEi,0.422587809797327,V,1,0
2133,TARACO,-69.9825,-15.305,0.0493052833779245,0.759505119478976,ns,MEi,0.816347656677445,V,1,0
2333,MAZO CRUZ,-69.711667,-16.745556,-0.610205556141749,3.71569357853087e-05,s,MEi,0.000557354036779631,V,-1,-11
193,DESAGUADERO,-69.0404,-16.5688,-0.0949144864194404,0.544896614983723,ns,MEi,0.816347656677445,V,-1,0
433,LARAQUERI,-70.067778,-16.1525,-0.251502745095819,0.11269008261262,ns,MEi,0.422587809797327,V,-1,0
1433,PUTINA,-69.868028,-14.914889,-0.0571478353941314,0.722665552350888,ns,MEi,0.816347656677445,V,-1,0
1233,ICHUÑA,-70.53725,-16.14075,0.0740418118466899,0.644427496301246,ns,MEi,0.816347656677445,V,1,0
2233,CAPAZO,-69.745556,-17.186389,0.0595575723199092,0.707084320182809,ns,MEi,0.816347656677445,V,1,0
743,PUNO,-70.018056,-15.823333,0.0835475025646586,0.603530258278321,ns,SOi,0.737573752520296,V,1,0
543,PAMPAHUTA,-70.6775,-15.491389,0.0500679661351756,0.749845494538117,ns,SOi,0.803405887005125,V,1,0
1143,CHUQUIBAMBILLA,-70.728333,-14.796389,-0.147818170228464,0.369165708414512,ns,SOi,0.737573752520296,V,-1,0
1743,LAMPA,-70.372778,-15.355833,0.0765022899610812,0.630135640180564,ns,SOi,0.737573752520296,V,1,0
1043,CABANILLAS,-70.346389,-15.6393,0.261099365750529,0.0909134511114766,ns,SOi,0.454567255557383,V,1,0
1643,HUANCANE,-69.7625,-15.203333,-0.099432739386457,0.53098283362042,ns,SOi,0.737573752520296,V,-1,0
273,HUARAYA MOHO,-69.491389,-15.389722,0.13034197651827,0.416642798141564,ns,SOi,0.737573752520296,V,1,0
1543,CAPACHICA,-69.8443,-15.6158,-0.306871419186576,0.0646869739085541,ns,SOi,0.454567255557383,V,-1,0
2143,TARACO,-69.9825,-15.305,-0.0754388258043862,0.63923058551759,ns,SOi,0.737573752520296,V,-1,0
2343,MAZO CRUZ,-69.711667,-16.745556,0.606763215191223,4.2233663828637e-05,s,SOi,0.000633504957429555,V,1,11
1103,DESAGUADERO,-69.0404,-16.5688,0.0232566919786696,0.882318792785426,ns,SOi,0.882318792785426,V,1,0
443,LARAQUERI,-70.067778,-16.1525,0.151406917553354,0.344679893967087,ns,SOi,0.737573752520296,V,1,0
1443,PUTINA,-69.868028,-14.914889,0.156895200525656,0.3272659053405,ns,SOi,0.737573752520296,V,1,0
1243,ICHUÑA,-70.53725,-16.14075,-0.136585365853659,0.393144445144678,ns,SOi,0.737573752520296,V,-1,0
2243,CAPAZO,-69.745556,-17.186389,-0.107365691597115,0.497240090630729,ns,SOi,0.737573752520296,V,-1,0
753,PUNO,-70.018056,-15.823333,-0.0217798494694105,0.892483653500303,ns,TNAi,0.894840872433159,V,-1,0
553,PAMPAHUTA,-70.6775,-15.491389,0.0207672559384212,0.894840872433159,ns,TNAi,0.894840872433159,V,1,0
1153,CHUQUIBAMBILLA,-70.728333,-14.796389,0.0322972577416987,0.845248272952746,ns,TNAi,0.894840872433159,V,1,0
1753,LAMPA,-70.372778,-15.355833,-0.0306333322089923,0.847287514698666,ns,TNAi,0.894840872433159,V,-1,0
1053,CABANILLAS,-70.346389,-15.6393,-0.073542736333434,0.638271764546932,ns,TNAi,0.894840872433159,V,-1,0
1653,HUANCANE,-69.7625,-15.203333,-0.0856564022261492,0.589640385860698,ns,TNAi,0.894840872433159,V,-1,0
283,HUARAYA MOHO,-69.491389,-15.389722,0.218427363055685,0.170064211140178,ns,TNAi,0.510192633420535,V,1,0
1553,CAPACHICA,-69.8443,-15.6158,-0.0400782610838728,0.813810058800636,ns,TNAi,0.894840872433159,V,-1,0
2153,TARACO,-69.9825,-15.305,-0.256108715779325,0.106036565740861,ns,TNAi,0.510192633420535,V,-1,0
2353,MAZO CRUZ,-69.711667,-16.745556,0.0711754614182263,0.666776896716308,ns,TNAi,0.894840872433159,V,1,0
1163,DESAGUADERO,-69.0404,-16.5688,-0.0743761090876283,0.635498037092623,ns,TNAi,0.894840872433159,V,-1,0
453,LARAQUERI,-70.067778,-16.1525,-0.228417110371056,0.150882531036364,ns,TNAi,0.510192633420535,V,-1,0
1453,PUTINA,-69.868028,-14.914889,0.231727503274984,0.14488991505876,ns,TNAi,0.510192633420535,V,1,0
1253,ICHUÑA,-70.53725,-16.14075,0.0264808362369338,0.869286346800881,ns,TNAi,0.894840872433159,V,1,0
2253,CAPAZO,-69.745556,-17.186389,-0.287740053480269,0.0649565957457845,ns,TNAi,0.510192633420535,V,-1,0
763,PUNO,-70.018056,-15.823333,0.219540882651658,0.167843159651772,ns,TSAi,0.629869756818548,V,1,0
563,PAMPAHUTA,-70.6775,-15.491389,-0.26476363389129,0.0862022170164465,ns,TSAi,0.629869756818548,V,-1,0
1173,CHUQUIBAMBILLA,-70.728333,-14.796389,0.157233985181373,0.33910136033923,ns,TSAi,0.674551930199267,V,1,0
1763,LAMPA,-70.372778,-15.355833,0.197495848130461,0.209956585606183,ns,TSAi,0.629869756818548,V,1,0
1063,CABANILLAS,-70.346389,-15.6393,0.0205376019329508,0.895921178516367,ns,TSAi,0.929377439220909,V,1,0
1663,HUANCANE,-69.7625,-15.203333,0.0141004862699621,0.929377439220909,ns,TSAi,0.929377439220909,V,1,0
293,HUARAYA MOHO,-69.491389,-15.389722,0.115530388277558,0.471960907014617,ns,TSAi,0.707941360521925,V,1,0
1563,CAPACHICA,-69.8443,-15.6158,-0.229560690705259,0.171697412388304,ns,TSAi,0.629869756818548,V,-1,0
2163,TARACO,-69.9825,-15.305,0.249923777405062,0.115042268785395,ns,TSAi,0.629869756818548,V,1,0
2363,MAZO CRUZ,-69.711667,-16.745556,-0.166751045456357,0.3102942531895,ns,TSAi,0.674551930199267,V,-1,0
1183,DESAGUADERO,-69.0404,-16.5688,0.0319401971005754,0.838880319848996,ns,TSAi,0.929377439220909,V,1,0
463,LARAQUERI,-70.067778,-16.1525,0.146789790608401,0.359761029439609,ns,TSAi,0.674551930199267,V,1,0
1463,PUTINA,-69.868028,-14.914889,0.0246537155739927,0.878396671972405,ns,TSAi,0.929377439220909,V,1,0
1263,ICHUÑA,-70.53725,-16.14075,-0.0825783972125436,0.606610005437308,ns,TSAi,0.827195461959966,V,-1,0
2263,CAPAZO,-69.745556,-17.186389,-0.130216351997407,0.409788462131058,ns,TSAi,0.68298077021843,V,-1,0
773,PUNO,-70.018056,-15.823333,-0.182253780360027,0.254083277868855,ns,TN_TSi,0.660957708487145,V,-1,0
573,PAMPAHUTA,-70.6775,-15.491389,0.222700500954197,0.151170195919057,ns,TN_TSi,0.660957708487145,V,1,0
1193,CHUQUIBAMBILLA,-70.728333,-14.796389,-0.102156529972959,0.536026294390281,ns,TN_TSi,0.859430806200346,V,-1,0
1773,LAMPA,-70.372778,-15.355833,-0.176182180482405,0.264383083394858,ns,TN_TSi,0.660957708487145,V,-1,0
1073,CABANILLAS,-70.346389,-15.6393,-0.019782543038357,0.899741620630469,ns,TN_TSi,0.899741620630469,V,-1,0
1673,HUANCANE,-69.7625,-15.203333,-0.0555105350282991,0.726967646576363,ns,TN_TSi,0.859430806200346,V,-1,0
2103,HUARAYA MOHO,-69.491389,-15.389722,0.071705512482979,0.655947960093558,ns,TN_TSi,0.859430806200346,V,1,0
1573,CAPACHICA,-69.8443,-15.6158,0.0263235915994667,0.877096408218517,ns,TN_TSi,0.899741620630469,V,1,0
2173,TARACO,-69.9825,-15.305,-0.339648939735914,0.0298102302809701,s,TN_TSi,0.447153454214552,V,-1,-11
2373,MAZO CRUZ,-69.711667,-16.745556,0.262934101426933,0.105835485092852,ns,TN_TSi,0.660957708487145,V,1,0
1203,DESAGUADERO,-69.0404,-16.5688,-0.0801147733421052,0.60956856953903,ns,TN_TSi,0.859430806200346,V,-1,0
473,LARAQUERI,-70.067778,-16.1525,-0.180851991277769,0.257816481895548,ns,TN_TSi,0.660957708487145,V,-1,0
1473,PUTINA,-69.868028,-14.914889,0.106193919733912,0.508729707339419,ns,TN_TSi,0.859430806200346,V,1,0
1273,ICHUÑA,-70.53725,-16.14075,0.0522648083623693,0.7448400320403,ns,TN_TSi,0.859430806200346,V,1,0
2273,CAPAZO,-69.745556,-17.186389,-0.0825702941414796,0.602027231465527,ns,TN_TSi,0.859430806200346,V,-1,0
783,PUNO,-70.018056,-15.823333,0.163697348612089,0.306459864107096,ns,PDOi,0.76614966026774,V,1,0
